saffl,trtemfl,aesoc,aedecod,trta,procedure,factor,denominator,measure,unit
Y,Y,"NEOPLASMS BENIGN, MALIGNANT AND",PROSTATE CANCER,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,AMNESIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,AMNESIA,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,BALANCE DISORDER,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,BALANCE DISORDER,Xanomeline Low Dose,count,quantify,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,BURNING SENSATION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,BURNING SENSATION,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,COGNITIVE DISORDER,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,COGNITIVE DISORDER,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,COMPLEX PARTIAL SEIZURES,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,COMPLEX PARTIAL SEIZURES,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,COORDINATION ABNORMAL,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,COORDINATION ABNORMAL,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,DIZZINESS,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,DIZZINESS,Placebo,count,quantify,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,DIZZINESS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,11,
Y,Y,NERVOUS SYSTEM DISORDERS,DIZZINESS,Xanomeline High Dose,count,quantify,_ALL_,15,
Y,Y,NERVOUS SYSTEM DISORDERS,DIZZINESS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,8,
Y,Y,NERVOUS SYSTEM DISORDERS,DIZZINESS,Xanomeline Low Dose,count,quantify,_ALL_,13,
Y,Y,NERVOUS SYSTEM DISORDERS,HEADACHE,Placebo,countdistinct,usubjid,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,HEADACHE,Placebo,count,quantify,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,HEADACHE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,NERVOUS SYSTEM DISORDERS,HEADACHE,Xanomeline High Dose,count,quantify,_ALL_,8,
Y,Y,NERVOUS SYSTEM DISORDERS,HEADACHE,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,HEADACHE,Xanomeline Low Dose,count,quantify,_ALL_,4,
Y,Y,NERVOUS SYSTEM DISORDERS,HEMIANOPIA HOMONYMOUS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,HEMIANOPIA HOMONYMOUS,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,HYPERSOMNIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,HYPERSOMNIA,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,LETHARGY,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,LETHARGY,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,LETHARGY,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,LETHARGY,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARAESTHESIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARAESTHESIA,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARAESTHESIA ORAL,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARAESTHESIA ORAL,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARKINSON'S DISEASE,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARKINSON'S DISEASE,Placebo,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PAROSMIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PAROSMIA,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,PARTIAL SEIZURES WITH SECONDARY,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PARTIAL SEIZURES WITH SECONDARY,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PSYCHOMOTOR HYPERACTIVITY,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,PSYCHOMOTOR HYPERACTIVITY,Placebo,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,SOMNOLENCE,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,SOMNOLENCE,Placebo,count,quantify,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,SOMNOLENCE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,SOMNOLENCE,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,SOMNOLENCE,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,SOMNOLENCE,Xanomeline Low Dose,count,quantify,_ALL_,5,
Y,Y,NERVOUS SYSTEM DISORDERS,STUPOR,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,STUPOR,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,SYNCOPE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,NERVOUS SYSTEM DISORDERS,SYNCOPE,Xanomeline High Dose,count,quantify,_ALL_,4,
Y,Y,NERVOUS SYSTEM DISORDERS,SYNCOPE,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,4,
Y,Y,NERVOUS SYSTEM DISORDERS,SYNCOPE,Xanomeline Low Dose,count,quantify,_ALL_,6,
Y,Y,NERVOUS SYSTEM DISORDERS,SYNCOPE VASOVAGAL,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,SYNCOPE VASOVAGAL,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,TRANSIENT ISCHAEMIC ATTACK,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,TRANSIENT ISCHAEMIC ATTACK,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,NERVOUS SYSTEM DISORDERS,TRANSIENT ISCHAEMIC ATTACK,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,NERVOUS SYSTEM DISORDERS,TRANSIENT ISCHAEMIC ATTACK,Xanomeline Low Dose,count,quantify,_ALL_,3,
Y,Y,PSYCHIATRIC DISORDERS,AGITATION,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,AGITATION,Placebo,count,quantify,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,AGITATION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,AGITATION,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,AGITATION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,AGITATION,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,ANXIETY,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,PSYCHIATRIC DISORDERS,ANXIETY,Xanomeline Low Dose,count,quantify,_ALL_,4,
Y,Y,PSYCHIATRIC DISORDERS,COMPLETED SUICIDE,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,COMPLETED SUICIDE,Placebo,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,Placebo,count,quantify,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,PSYCHIATRIC DISORDERS,CONFUSIONAL STATE,Xanomeline Low Dose,count,quantify,_ALL_,3,
Y,Y,PSYCHIATRIC DISORDERS,DELIRIUM,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DELIRIUM,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DELUSION,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DELUSION,Placebo,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DELUSION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DELUSION,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DEPRESSED MOOD,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DEPRESSED MOOD,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,DISORIENTATION,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,DISORIENTATION,Placebo,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,HALLUCINATION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,HALLUCINATION,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,"HALLUCINATION, VISUAL",Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,"HALLUCINATION, VISUAL",Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,INSOMNIA,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,INSOMNIA,Placebo,count,quantify,_ALL_,3,
Y,Y,PSYCHIATRIC DISORDERS,INSOMNIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,INSOMNIA,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,IRRITABILITY,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,IRRITABILITY,Placebo,count,quantify,_ALL_,2,
Y,Y,PSYCHIATRIC DISORDERS,IRRITABILITY,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,IRRITABILITY,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,LIBIDO DECREASED,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,LIBIDO DECREASED,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,LISTLESS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,LISTLESS,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,NIGHTMARE,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,NIGHTMARE,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,RESTLESSNESS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,PSYCHIATRIC DISORDERS,RESTLESSNESS,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,RENAL AND URINARY DISORDERS,CALCULUS URETHRAL,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,CALCULUS URETHRAL,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,DYSURIA,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,DYSURIA,Placebo,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,DYSURIA,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,DYSURIA,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,INCONTINENCE,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,INCONTINENCE,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,MICTURITION URGENCY,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,MICTURITION URGENCY,Placebo,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,MICTURITION URGENCY,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,MICTURITION URGENCY,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,RENAL AND URINARY DISORDERS,MICTURITION URGENCY,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,MICTURITION URGENCY,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,NEPHROLITHIASIS,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,NEPHROLITHIASIS,Placebo,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,NEPHROLITHIASIS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,NEPHROLITHIASIS,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,POLLAKIURIA,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,RENAL AND URINARY DISORDERS,POLLAKIURIA,Placebo,count,quantify,_ALL_,2,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,BENIGN PROSTATIC HYPERPLASIA,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,BENIGN PROSTATIC HYPERPLASIA,Placebo,count,quantify,_ALL_,2,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,BENIGN PROSTATIC HYPERPLASIA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,BENIGN PROSTATIC HYPERPLASIA,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,PELVIC PAIN,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,REPRODUCTIVE SYSTEM AND BREAST D,PELVIC PAIN,Placebo,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",ALLERGIC GRANULOMATOUS ANGIITIS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",ALLERGIC GRANULOMATOUS ANGIITIS,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",COUGH,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",COUGH,Placebo,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",COUGH,Xanomeline High Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",COUGH,Xanomeline High Dose,count,quantify,_ALL_,7,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",COUGH,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",COUGH,Xanomeline Low Dose,count,quantify,_ALL_,7,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPHONIA,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPHONIA,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPNOEA,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPNOEA,Placebo,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPNOEA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPNOEA,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPNOEA,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",DYSPNOEA,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",EMPHYSEMA,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",EMPHYSEMA,Placebo,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",EPISTAXIS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",EPISTAXIS,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",EPISTAXIS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",EPISTAXIS,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",HAEMOPTYSIS,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",HAEMOPTYSIS,Placebo,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",NASAL CONGESTION,Placebo,countdistinct,usubjid,_ALL_,3,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",NASAL CONGESTION,Placebo,count,quantify,_ALL_,3,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",NASAL CONGESTION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,3,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",NASAL CONGESTION,Xanomeline High Dose,count,quantify,_ALL_,4,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",NASAL CONGESTION,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",NASAL CONGESTION,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PHARYNGEAL ERYTHEMA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PHARYNGEAL ERYTHEMA,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PHARYNGOLARYNGEAL PAIN,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PHARYNGOLARYNGEAL PAIN,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PHARYNGOLARYNGEAL PAIN,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PHARYNGOLARYNGEAL PAIN,Xanomeline Low Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",POSTNASAL DRIP,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",POSTNASAL DRIP,Placebo,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PRODUCTIVE COUGH,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",PRODUCTIVE COUGH,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RALES,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RALES,Placebo,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RESPIRATORY TRACT CONGESTION,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RESPIRATORY TRACT CONGESTION,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RHINORRHOEA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RHINORRHOEA,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RHINORRHOEA,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,"RESPIRATORY, THORACIC AND MEDIAS",RHINORRHOEA,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ACTINIC KERATOSIS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ACTINIC KERATOSIS,Xanomeline High Dose,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ALOPECIA,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ALOPECIA,Placebo,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,BLISTER,Xanomeline High Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,BLISTER,Xanomeline High Dose,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,BLISTER,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,5,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,BLISTER,Xanomeline Low Dose,count,quantify,_ALL_,8,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,COLD SWEAT,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,COLD SWEAT,Placebo,count,quantify,_ALL_,3,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,DERMATITIS CONTACT,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,DERMATITIS CONTACT,Xanomeline Low Dose,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,DRUG ERUPTION,Placebo,countdistinct,usubjid,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,DRUG ERUPTION,Placebo,count,quantify,_ALL_,1,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ERYTHEMA,Placebo,countdistinct,usubjid,_ALL_,8,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ERYTHEMA,Placebo,count,quantify,_ALL_,12,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ERYTHEMA,Xanomeline High Dose,countdistinct,usubjid,_ALL_,14,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ERYTHEMA,Xanomeline High Dose,count,quantify,_ALL_,22,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ERYTHEMA,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,14,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,ERYTHEMA,Xanomeline Low Dose,count,quantify,_ALL_,22,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,HYPERHIDROSIS,Placebo,countdistinct,usubjid,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,HYPERHIDROSIS,Placebo,count,quantify,_ALL_,2,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,HYPERHIDROSIS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,8,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,HYPERHIDROSIS,Xanomeline High Dose,count,quantify,_ALL_,10,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,HYPERHIDROSIS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,4,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,HYPERHIDROSIS,Xanomeline Low Dose,count,quantify,_ALL_,5,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS,Placebo,countdistinct,usubjid,_ALL_,8,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS,Placebo,count,quantify,_ALL_,11,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS,Xanomeline High Dose,countdistinct,usubjid,_ALL_,26,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS,Xanomeline High Dose,count,quantify,_ALL_,38,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS,Xanomeline Low Dose,countdistinct,usubjid,_ALL_,21,
Y,Y,SKIN AND SUBCUTANEOUS TISSUE DIS,PRURITUS,Xanomeline Low Dose,count,quantify,_ALL_,31,
